network,station,latitude,longitude,depth
CE,00022,32.73900,-114.63570,-0.04
CE,01711,32.77970,-115.56740,0.007
CE,01711,32.77970,-115.56750,0.007
CE,01794,32.77380,-115.44860,0.004
CE,02140,32.81350,-116.97540,-0.119
CE,02143,32.83990,-116.97410,-0.108
CE,02143,32.84000,-116.97400,-0.108
CE,02143,32.83990,-116.97410,-0.108
CE,02467,32.83790,-116.77490,-0.527
CE,02496,32.65110,-116.36560,-1.009
CE,02496,32.65110,-116.36560,-1.009
CE,02498,32.61950,-116.19210,-0.86
CE,02501,32.99210,-116.58580,-1.43
CE,03121,32.74900,-117.24100,-0.011
CE,03121,32.74880,-117.24180,-0.011
CE,03121,32.74880,-117.24180,-0.011
CE,03139,32.77360,-117.00130,-0.179
CE,03139,32.77400,-117.00100,-0.179
CE,03145,32.70960,-117.15790,-0.011
CE,03145,32.71000,-117.15800,-0.011
CE,03145,32.70960,-117.15790,-0.011
CE,03146,32.72990,-117.16900,-0.018
CE,03146,32.72960,-117.16930,-0.018
CE,03147,32.70160,-117.11990,-0.014
CE,03148,32.73540,-117.08000,-0.079
CE,03148,32.73500,-117.08000,-0.079
CE,03148,32.73540,-117.08000,-0.079
CE,03150,32.79490,-117.25530,-0.005
CE,03150,32.79500,-117.25500,-0.005
CE,03151,32.82200,-117.17500,-0.118
CE,03151,32.82210,-117.17460,-0.118
CE,03152,32.70970,-117.00680,-0.079
CE,03154,32.75350,-117.09680,-0.104
CE,03155,32.69200,-117.03700,-0.143
CE,03155,32.69200,-117.03720,-0.143
CE,03156,32.91540,-117.14230,-0.131
CE,03156,32.91500,-117.14200,-0.131
CE,03156,32.91540,-117.14230,-0.131
CE,03234,32.87700,-117.22600,-0.103
CE,03234,32.87730,-117.22710,-0.103
CE,03260,32.95450,-117.04160,-0.149
CE,03260,32.95450,-117.04160,-0.149
CE,03468,32.57620,-117.08490,-0.006
CE,03471,32.66910,-117.07670,-0.023
CE,03521,32.87930,-117.22390,-0.105
NP,1002,37.52886,-122.25522,-0.002
CE,10021,33.60990,-114.71510,-0.119
NP,1003,37.49403,-122.29770,-0.268
NP,1023,40.57616,-124.26367,-0.016
NP,1023,40.57616,-124.26367,-0.017
NP,1041,34.99770,-119.48580,-0.837
NP,1041,34.99771,-119.48584,-0.837
NP,1083,35.28427,-120.66101,-0.08
TA,109C,32.88890,-117.10510,-0.15
TA,109C,32.88890,-117.10510,-0.15
CE,11023,33.23890,-115.51280,0.042
CE,11217,33.51080,-115.91980,0.062
CE,11369,33.03690,-115.62340,0.049
CE,11369,33.03700,-115.62350,0.049
CE,11625,33.56410,-115.98760,-0.009
CE,11684,33.39800,-115.65700,-0.003
CE,12025,33.82940,-116.51250,-0.131
CE,12025,33.82930,-116.51240,-0.131
CE,12076,33.67810,-116.17830,0.019
CE,12076,33.67810,-116.17840,0.019
CE,12092,33.48180,-116.91140,-0.501
CE,12092,33.48180,-116.91140,-0.501
CE,12102,33.78690,-116.95920,-0.475
CE,12108,33.81490,-116.46120,-0.109
CE,12116,33.74710,-116.71520,-1.635
CE,12149,33.96170,-116.51040,-0.326
CE,12149,33.96170,-116.51050,-0.326
CE,12149,33.96200,-116.50900,-0.326
CE,12168,33.32420,-116.68410,-0.908
CE,12188,33.60510,-116.93790,-0.772
CE,12188,33.60490,-116.93800,-0.772
CE,12202,33.76020,-116.96140,-0.487
CE,12206,33.85130,-116.85300,-1.098
NP,1225,37.78268,-122.50482,-0.106
CE,12330,33.35360,-116.86260,-1.686
CE,12331,33.72890,-116.97970,-0.48
CE,12478,33.07730,-116.43820,-0.537
CE,12492,33.26170,-116.37220,-0.179
CE,12500,33.07340,-116.76850,-0.777
CE,12502,33.69570,-116.38700,-0.166
CE,12518,33.91110,-116.50110,-0.231
CE,12549,33.96440,-116.56360,-0.4
CE,12626,33.42620,-116.07880,0.009
CE,12673,33.78730,-116.95920,-0.475
CE,12673,33.78700,-116.95800,-0.475
CE,12808,33.46910,-116.10310,0.044
CE,12904,33.70570,-116.23660,-0.001
CE,12919,33.92990,-116.97260,-0.796
CE,12923,33.74480,-116.93220,-0.517
CE,12951,33.67120,-116.30130,-0.016
CE,12952,33.75770,-116.37420,-0.078
CE,12953,33.78670,-116.41010,-0.093
CE,12966,33.72330,-116.33830,-0.046
CE,13066,33.84010,-117.95680,-0.04
CE,13067,33.78610,-117.80940,-0.089
CE,13068,33.86330,-117.74210,-0.162
CE,13069,33.76760,-117.84970,-0.058
CE,13070,33.48510,-117.66890,-0.018
CE,13070,33.48510,-117.66890,-0.018
CE,13079,33.91740,-117.44300,-0.244
CE,13080,33.96770,-117.25190,-0.535
CE,13080,33.96900,-117.25200,-0.535
CE,13081,33.56600,-117.26500,-0.423
CE,13081,33.56520,-117.26430,-0.423
CE,13093,33.75120,-117.01480,-0.461
CE,13094,33.57680,-117.13070,-0.41
CE,13095,33.81780,-117.13270,-0.445
CE,13095,33.81800,-117.31200,-0.445
CE,13096,33.69890,-117.26640,-0.426
CE,13097,33.60430,-117.27870,-0.387
CE,13098,33.88420,-117.51410,-0.204
CE,13099,33.87600,-117.59260,-0.219
CE,13099,33.87600,-117.59300,-0.219
CE,13100,33.87560,-117.63550,-0.198
CE,13100,33.87500,-117.63600,-0.198
CE,13122,33.86880,-117.70940,-0.116
CE,13122,33.86880,-117.70940,-0.116
CE,13123,33.95060,-117.44530,-0.233
CE,13123,33.95060,-117.44520,-0.233
CE,13141,33.05360,-117.24540,-0.077
CE,13141,33.05360,-117.24540,-0.077
CE,13141,33.05400,-117.24500,-0.077
CE,13142,33.14410,-117.16460,-0.175
CE,13142,33.14400,-117.16500,-0.175
CE,13160,33.63400,-117.90200,-0.022
CE,13160,33.63360,-117.90310,-0.022
CE,13162,33.99010,-117.71780,-0.199
CE,13172,33.49600,-117.14900,-0.31
CE,13172,33.49710,-117.15070,-0.31
CE,13174,33.98930,-117.88970,-0.141
CE,13174,33.98900,-117.89000,-0.141
CE,13197,33.66230,-117.99740,-0.011
CE,13215,33.66260,-117.90230,-0.022
CE,13220,33.67810,-117.75270,-0.068
CE,13333,33.20150,-117.33150,-0.029
CE,13333,33.20100,-117.33100,-0.029
CE,13477,33.12310,-117.12190,-0.226
CE,13577,33.92800,-117.80320,-0.227
CE,13610,33.62300,-117.93100,-0.004
CE,13690,33.62780,-117.69060,-0.14
CE,13726,33.85560,-117.54040,-0.24
CE,13849,33.85340,-117.81800,-0.078
CE,13873,33.93310,-117.89630,-0.116
CE,13875,33.77740,-117.83350,-0.066
CE,13876,33.60400,-117.90500,-0.002
CE,13876,33.60430,-117.90590,-0.002
CE,13877,33.60540,-117.88960,-0.001
CE,13878,33.88910,-117.88700,-0.079
CE,13879,33.86630,-117.95910,-0.034
CE,13880,33.90860,-117.93110,-0.098
CE,13881,33.93150,-117.95570,-0.086
CE,13882,33.92740,-117.80340,-0.226
CE,13883,33.85300,-117.85700,-0.067
CE,13883,33.85340,-117.85780,-0.067
CE,13883,33.85340,-117.85780,-0.067
CE,13884,33.76670,-117.91780,-0.028
CE,13884,33.76670,-117.91780,-0.028
CE,13885,33.75710,-117.95580,-0.019
CE,13886,33.79110,-117.96800,-0.025
CE,13887,33.67650,-117.96290,-0.003
CE,13888,33.81950,-117.84950,-0.061
CE,13889,33.74780,-117.84390,-0.041
CE,13890,33.74200,-117.89380,-0.023
CE,13891,33.71570,-117.90370,-0.013
CE,13892,33.69970,-117.88010,-0.01
CE,13893,33.78460,-117.89020,-0.039
CE,13894,33.78900,-117.92150,-0.037
CE,13913,33.91880,-117.48770,-0.217
CE,13914,33.95100,-117.38830,-0.256
CE,13915,33.97920,-117.34390,-0.298
CE,13916,33.89450,-117.32190,-0.538
CE,13918,33.90350,-117.56130,-0.191
CE,13921,33.97530,-117.48650,-0.213
CE,13921,33.97530,-117.48650,-0.213
CE,13922,33.66890,-117.33200,-0.389
CE,13922,33.66910,-117.33230,-0.389
CE,13924,33.74750,-117.12740,-0.485
CE,13925,33.90190,-117.23550,-0.468
CE,13925,33.90200,-117.23400,-0.468
CE,13927,33.92120,-117.17310,-0.493
CE,13928,33.78670,-117.23050,-0.447
CE,13928,33.78670,-117.23040,-0.447
CE,13929,33.64910,-117.20530,-0.48
CE,13930,33.71550,-117.19150,-0.435
CE,13930,33.71600,-117.19000,-0.435
CE,14001,33.80200,-118.21500,-0.005
CE,14001,33.80220,-118.21480,-0.005
CE,14002,33.78470,-118.17340,-0.008
CE,14003,33.72950,-118.29050,-0.025
CE,14004,33.74720,-118.26030,-0.001
CE,14005,33.75880,-118.13090,-0.003
CE,14006,33.72690,-118.00080,-0.006
CE,14007,33.72300,-118.02570,-0.003
CE,14007,33.72300,-118.02570,-0.003
CE,14017,33.98960,-118.31210,-0.041
CE,14026,33.88920,-118.04690,-0.018
CE,14027,33.92830,-118.05760,-0.046
CE,14028,33.96220,-118.06550,-0.048
CE,14028,33.96220,-118.06540,-0.048
CE,14035,33.99270,-118.39630,-0.002
CE,14036,33.86880,-118.36830,-0.023
CE,14037,33.79670,-118.33800,-0.036
CE,14038,33.81320,-118.37020,-0.027
CE,14041,33.99100,-118.12120,-0.055
CE,14043,33.93850,-118.32690,-0.031
CE,14044,33.97630,-118.35340,-0.053
CE,14050,33.83370,-118.35590,-0.022
CE,14058,33.89800,-118.20880,-0.021
CE,14059,33.87580,-118.23970,-0.032
CE,14060,33.99900,-118.17820,-0.046
CE,14125,33.81790,-118.15810,-0.016
CE,14159,33.72200,-118.31030,-0.122
CE,14175,33.93070,-118.21430,-0.023
CE,14175,33.93100,-118.21400,-0.023
CE,14176,33.94800,-118.18370,-0.025
CE,14221,33.88830,-118.40980,-0.033
CE,14241,33.77720,-118.13340,-0.005
CE,14242,33.84000,-118.19520,-0.015
CE,14368,33.92390,-118.16790,-0.023
CE,14400,33.83700,-118.07240,-0.016
CE,14403,33.92900,-118.26000,-0.026
CE,14403,33.92900,-118.26110,-0.026
CE,14404,33.74550,-118.39690,-0.122
CE,14405,33.78720,-118.35690,-0.134
CE,14532,33.73800,-118.30630,-0.082
CE,14537,33.95170,-118.33620,-0.04
CE,14560,33.76860,-118.19650,-0.008
CE,14767,33.96280,-118.38040,-0.027
CE,14787,33.92440,-118.23940,-0.027
NP,1479,36.53127,-121.14439,-0.384
CE,14820,33.99340,-118.34250,-0.085
CE,14821,33.96860,-118.29120,-0.044
CE,14822,33.94500,-118.38000,-0.029
CE,14822,33.94500,-118.38110,-0.029
CE,14823,33.94400,-118.24600,-0.033
CE,14824,33.86770,-118.29030,-0.007
CE,14825,33.97620,-118.20860,-0.045
CE,14826,33.99640,-118.25440,-0.055
CE,14827,33.92000,-118.12730,-0.029
CE,14828,33.93900,-118.09890,-0.037
CE,14829,33.88300,-118.11700,-0.021
CE,14829,33.88290,-118.11790,-0.021
CE,14830,33.84650,-118.10690,-0.014
CE,14831,33.79180,-118.32030,-0.032
CE,14831,33.79180,-118.32030,-0.032
CE,14831,33.79200,-118.31900,-0.032
CE,14834,33.92190,-118.32680,-0.017
CE,14834,33.92190,-118.32680,-0.017
CE,14835,33.78090,-118.26180,-0.007
CE,14840,33.94630,-118.00110,-0.077
CE,14844,33.96890,-118.14920,-0.037
CE,14845,33.78990,-118.29690,-0.014
CE,14846,33.81080,-118.27690,-0.012
CE,14847,33.82680,-118.21670,-0.008
CE,14868,33.80600,-118.16420,-0.034
CE,14869,33.81820,-118.10820,-0.004
CE,14870,33.79830,-118.13670,-0.006
CE,14871,33.76310,-118.16820,-0.002
CE,14872,33.87300,-118.17550,-0.016
CE,14901,33.56200,-118.11700,0
CE,14934,33.93860,-118.30050,-0.066
CE,14935,33.86750,-118.26180,-0.023
CE,14935,33.86750,-118.26180,-0.023
CE,14936,33.83370,-118.16080,-0.022
CE,14937,33.90510,-118.01130,-0.049
CE,14985,33.99140,-118.45940,-0.003
CE,14988,33.90900,-118.31480,-0.014
NP,1571,37.34130,-121.85140,0.015
NP,1571,37.34130,-121.85140,0.007
NP,1571,37.34130,-121.85140,0.061
NP,1571,37.33927,-121.85201,-0.031
NP,1575,36.85112,-121.40334,-0.089
NP,1576,37.56957,-118.75278,-2.138
NP,1576,37.56957,-118.75278,-2.139
NP,1580,40.87417,-124.07618,-0.036
NP,1581,40.73501,-124.20763,-0.004
NP,1581,40.73501,-124.20763,-0.008
NP,1584,40.49756,-124.29475,-0.754
NP,1584,40.49761,-124.29448,-0.748
NP,1584,40.49761,-124.29448,-0.753
NP,1586,40.64420,-124.22071,-0.036
NP,1586,40.64420,-124.22071,-0.038
NP,1587,37.58359,-118.23691,-3.791
NP,1589,37.36061,-118.32858,-1.236
NP,1662,37.83980,-122.29610,-0.003
NP,1662,37.84200,-122.29630,-0.003
NP,1662,37.83980,-122.29610,-0.003
NP,1662,37.84200,-122.29630,-0.003
NP,1662,37.84229,-122.29703,-0.003
NP,1662,37.84200,-122.29630,-0.003
NP,1662,37.83980,-122.29610,-0.003
NP,1662,37.84200,-122.29630,-0.003
NP,1662,37.83980,-122.29610,-0.003
NP,1675,37.72760,-122.38515,-0.009
NP,1684,37.51485,-121.83119,-0.128
NP,1688,37.59669,-121.88094,-0.091
NP,1689,37.70895,-121.93329,-0.106
NP,1691,37.92657,-122.07853,-0.037
NP,1695,37.40161,-122.02483,-0.008
NP,1696,37.39631,-121.75803,-0.518
NP,1696,37.39631,-121.75803,-0.523
NP,1697,37.23917,-122.10653,-0.879
NP,1722,37.97862,-122.36597,-0.004
NP,1725,40.54408,-124.35440,-0.176
NP,1725,40.54408,-124.35440,-0.173
NP,1737,37.93378,-122.29954,-0.208
NP,1739,37.59997,-122.00660,-0.071
NP,1741,37.80343,-122.44317,-0.004
NP,1743,38.26666,-122.65759,-0.009
NP,1743,38.26666,-122.65759,-0.012
NP,1746,40.58908,-124.14790,-0.016
NP,1746,40.58908,-124.14790,-0.018
NP,1749,37.94993,-122.41650,-0.017
NP,1750,37.55307,-122.09093,-0.006
NP,1751,38.06671,-122.53915,-0.008
NP,1751,38.06671,-122.53915,-0.009
NP,1752,37.46782,-122.30787,-0.12
NP,1752,37.46782,-122.30787,-0.121
NP,1753,37.55957,-122.24851,-0.002
NP,1754,37.67191,-122.08119,-0.036
NP,1755,37.76265,-122.24377,-0.009
NP,1755,37.76265,-122.24377,-0.01
NP,1756,37.73774,-122.25260,-0.003
NP,1757,37.54316,-121.92539,-0.078
NP,1758,37.14135,-121.66312,-0.107
NP,1758,37.14135,-121.66312,-0.105
NP,1759,38.10767,-122.25623,-0.019
NP,1760,38.05415,-122.15743,-0.019
NP,1760,38.05415,-122.15743,-0.017
NP,1762,38.09755,-122.56564,-0.005
NP,1762,38.09755,-122.56564,-0.004
NP,1765,38.33046,-122.31845,-0.023
NP,1767,38.44067,-122.70456,-0.024
NP,1768,38.23363,-122.63671,0.016
NP,1769,38.25536,-121.95715,-0.014
NP,1769,38.25536,-121.95715,-0.013
NP,1770,37.76021,-122.41524,0.006
NP,1771,37.77737,-122.39689,0.011
NP,1772,37.75094,-122.49071,-0.055
NP,1773,37.76386,-122.47360,-0.062
NP,1774,37.76146,-122.50447,-0.016
NP,1775,37.40701,-122.09460,-0.009
NP,1776,37.47483,-122.23923,-0.003
NP,1777,37.54187,-122.30471,-0.022
NP,1778,37.30249,-121.97978,-0.031
NP,1779,37.26747,-121.86656,-0.084
NP,1780,37.26352,-121.91617,-0.035
NP,1781,37.30143,-121.90390,-0.013
NP,1782,37.31816,-121.94353,-0.017
NP,1783,37.30660,-121.84915,-0.008
NP,1784,37.45562,-122.17239,-0.018
NP,1786,37.68030,-121.73957,-0.141
NP,1787,37.41785,-122.20612,-0.092
NP,1788,37.41702,-121.91541,-0.02
NP,1790,37.59094,-122.36741,0.024
NP,1791,37.36495,-122.03890,-0.043
NP,1791,37.36495,-122.03890,-0.042
NP,1792,37.74766,-122.42528,-0.089
NP,1793,37.34654,-121.80778,-0.018
NP,1794,37.40718,-122.00107,-0.031
NP,1795,37.74664,-122.38679,-0.001
NP,1796,37.39415,-122.06041,-0.011
NP,1797,36.89050,-121.40370,-0.069
NP,1798,37.37602,-121.84374,-0.02
NP,1799,37.27113,-121.98624,-0.052
NP,1801,37.45096,-122.42870,-0.005
NP,1802,37.59268,-122.07449,-0.022
NP,1803,37.71737,-121.72701,-0.131
NP,1804,37.67925,-122.48405,-0.111
NP,1805,37.78446,-122.30297,-0.004
NP,1805,37.78446,-122.30297,-0.003
NP,1806,37.91033,-122.53682,-0.003
NP,1808,36.80179,-118.20398,-1.204
NP,1808,36.80179,-118.20398,-1.203
NP,1808,36.80179,-118.20398,-1.204
NP,1809,36.10954,-117.95651,-1.092
NP,1813,38.03433,-122.27016,0.016
NP,1815,37.48910,-122.26370,-0.034
NP,1815,37.48910,-122.26370,-0.033
NP,1816,37.74484,-122.40134,-0.004
NP,1817,37.77934,-122.48600,-0.05
NP,1818,37.71633,-122.43117,-0.047
NP,1819,37.81076,-122.29252,-0.012
NP,1820,37.82510,-122.27606,-0.007
NP,1821,37.79860,-122.26840,-0.011
NP,1822,37.89650,-122.32200,-0.004
NP,1823,37.99448,-122.11472,-0.063
NP,1824,37.72416,-122.44841,-0.087
NP,1825,37.41395,-121.87085,-0.033
NP,1826,37.68060,-121.92097,-0.101
NP,1827,37.86059,-122.29327,-0.02
NP,1828,37.85834,-122.25252,-0.068
NP,1829,38.29027,-122.46125,0.003
NP,1830,37.37418,-122.07810,-0.047
NP,1834,37.42549,-122.07771,-0.002
NP,1835,38.44210,-122.60680,-0.123
NP,1836,37.69169,-122.16982,-0.003
NP,1837,37.23291,-121.77185,-0.059
NP,1838,37.38332,-121.91088,-0.013
NP,1839,37.28537,-121.93602,-0.056
NP,1840,36.77393,-119.78108,-0.094
NP,1841,37.35831,-121.97775,-0.005
NP,1842,37.68873,-121.78351,-0.129
NP,1843,37.72688,-122.15092,-0.01
NP,1844,37.88520,-122.03217,-0.062
NP,1845,38.57805,-122.57838,-0.109
NP,1846,37.94221,-121.93055,-0.127
NP,1847,38.01297,-122.13417,-0.001
NP,1848,38.36743,-122.52403,-0.086
NP,1849,37.46728,-122.16140,-0.01
NP,1852,37.41725,-122.19516,-0.1
NP,1852,37.41725,-122.19516,-0.099
NP,1853,37.44620,-122.15068,-0.012
NP,1853,37.44620,-122.15068,-0.011
NP,1854,37.75896,-122.19756,-0.004
NP,1855,37.76960,-122.17340,-0.025
NP,1856,37.80285,-122.23033,-0.059
NP,1856,37.80285,-122.23033,-0.06
NP,1858,37.72983,-122.20137,-0.004
NP,1858,37.72983,-122.20137,-0.003
NP,1859,37.74485,-122.17054,-0.009
NP,1860,37.78568,-122.19715,-0.048
NP,1860,37.78568,-122.19715,-0.046
NP,1861,37.79207,-122.26376,-0.002
NP,1861,37.79207,-122.26376,-0.003
NP,1863,37.66666,-121.85715,-0.108
NP,1865,36.88311,-121.39080,-0.074
NP,2016,38.86057,-117.93103,-1.415
NP,2020,39.07734,-119.11905,-1.321
NP,2023,39.46667,-119.77882,-1.355
NP,2023,39.46667,-119.77882,-1.358
NP,2027,39.52268,-118.53061,-1.187
CE,20955,34.13350,-114.37230,-0.13
TA,214A,31.95590,-112.81150,-0.543
TA,214A,31.95590,-112.81150,-0.543
CE,21513,34.16570,-115.74700,-0.37
CE,22074,34.90370,-116.82430,-0.588
CE,22078,34.15540,-116.50400,-1.248
CE,22121,34.86020,-116.89200,-0.627
CE,22170,34.13080,-116.31490,-0.844
CE,22510,34.44310,-116.93750,-0.902
CE,22791,34.24110,-116.87240,-2.087
CE,22954,34.14900,-116.08400,-0.658
CE,22954,34.14900,-116.08430,-0.658
CE,22959,34.28170,-116.45320,-1.03
CE,22960,34.12200,-116.41590,-0.998
CE,23024,34.14740,-117.99950,-0.167
CE,23024,34.14700,-117.99900,-0.167
CE,23049,34.12520,-117.77730,-0.362
CE,23056,34.06490,-117.89300,-0.144
CE,23057,34.04300,-117.91160,-0.164
CE,23063,34.50250,-117.89700,-0.942
CE,23072,34.25340,-117.17440,-1.601
CE,23072,34.25300,-117.17400,-1.601
CE,23075,34.04640,-117.03520,-0.831
CE,23077,34.05740,-117.69760,-0.281
CE,23077,34.05740,-117.69760,-0.281
CE,23077,34.05700,-117.69800,-0.281
CE,23084,34.03280,-117.31200,-0.328
CE,23089,34.11250,-117.68060,-0.429
CE,23090,34.13380,-117.59780,-0.456
CE,23091,34.01350,-117.51060,-0.235
CE,23107,34.10400,-117.57400,-0.364
CE,23111,34.24680,-117.30140,-1.356
CE,23113,34.21470,-117.12130,-1.892
CE,23119,34.52240,-117.21440,-0.893
CE,23120,34.47210,-117.20730,-0.913
CE,23138,34.12500,-117.45400,-0.433
CE,23138,34.12470,-117.45400,-0.433
CE,23163,34.12290,-117.53980,-0.401
CE,23163,34.12290,-117.53980,-0.401
CE,23163,34.12300,-117.54000,-0.401
CE,23164,34.02620,-117.15530,-0.559
CE,23169,34.07400,-117.18300,-0.408
CE,23173,34.00180,-117.81430,-0.279
CE,23173,34.00180,-117.81430,-0.279
CE,23173,34.00200,-117.81400,-0.279
CE,23177,34.14060,-117.96710,-0.172
CE,23178,34.13210,-117.91080,-0.184
CE,23178,34.13210,-117.91080,-0.184
CE,23179,34.09590,-117.90600,-0.15
CE,23292,34.42570,-117.54440,-1.22
CE,23327,34.09220,-117.81010,-0.27
CE,23417,34.03320,-117.60730,-0.252
CE,23417,34.03320,-117.60730,-0.252
CE,23525,34.05630,-117.74870,-0.257
CE,23542,34.06560,-117.29280,-0.297
CE,23542,34.06500,-117.29200,-0.297
CE,23547,34.03740,-117.20650,-0.43
CE,23554,34.10290,-117.28860,-0.317
CE,23583,34.40500,-117.31300,-1.008
CE,23583,34.40520,-117.31310,-1.008
CE,23732,34.22390,-117.33100,-0.6
CE,23732,34.22350,-117.33060,-0.6
CE,23773,34.06670,-117.98460,-0.093
CE,23774,34.07300,-117.93900,-0.113
CE,23774,34.07320,-117.93820,-0.113
CE,23780,34.09640,-117.28720,-0.306
CE,23836,34.11360,-117.85120,-0.235
CE,23837,34.06250,-117.78500,-0.246
CE,23842,33.99980,-117.93540,-0.12
CE,23843,34.03630,-117.95120,-0.099
CE,23843,34.03600,-117.95000,-0.099
CE,23895,34.07630,-117.67050,-0.329
CE,23896,34.07730,-117.62150,-0.32
CE,23897,34.13320,-117.25280,-0.355
CE,23898,34.13500,-117.32230,-0.371
CE,23899,34.06920,-117.39810,-0.335
CE,23912,34.09960,-117.43410,-0.389
CE,23920,34.00350,-117.05880,-0.732
CE,23938,34.02090,-117.86570,-0.175
CE,23938,34.02090,-117.86570,-0.175
CE,23939,34.12110,-117.73820,-0.392
CE,23939,34.12110,-117.73820,-0.392
CE,23940,34.09570,-117.74520,-0.332
CE,23956,34.92900,-117.19800,-0.662
CE,23956,34.92880,-117.19810,-0.662
CE,23957,34.74360,-117.33450,-0.739
CE,23958,34.43930,-117.64660,-1.231
CE,24009,34.25850,-118.30140,-0.468
CE,24010,34.20760,-118.23310,-0.379
CE,24011,34.12660,-118.34550,-0.23
CE,24012,34.14850,-118.37060,-0.175
CE,24013,34.19410,-118.58880,-0.237
CE,24014,34.04490,-118.52230,-0.095
CE,24014,34.04490,-118.52230,-0.095
CE,24015,34.19630,-118.34130,-0.202
CE,24016,34.14410,-118.26210,-0.152
CE,24018,34.04090,-118.71080,-0.104
CE,24020,34.07520,-118.21760,-0.106
CE,24020,34.07520,-118.21760,-0.106
CE,24021,34.17410,-118.20010,-0.315
CE,24022,34.15500,-118.13270,-0.265
CE,24023,34.16550,-118.15020,-0.293
CE,24025,34.04080,-118.12960,-0.092
CE,24029,34.10340,-118.10010,-0.136
CE,24030,34.09710,-118.13060,-0.153
CE,24033,34.08410,-118.10060,-0.107
CE,24034,34.02550,-118.23010,-0.07
CE,24039,34.00400,-118.28700,-0.049
CE,24040,34.03120,-118.20780,-0.098
CE,24040,34.03120,-118.20780,-0.098
CE,24048,34.02890,-118.48240,-0.048
CE,24048,34.02890,-118.48230,-0.048
CE,24051,34.25000,-118.53650,-0.276
CE,24061,34.00550,-118.23080,-0.061
CE,24062,34.69860,-118.07740,-0.731
CE,24064,34.43410,-118.53190,-0.366
CE,24087,34.23580,-118.43980,-0.262
CE,24087,34.23600,-118.43900,-0.262
CE,24088,34.29600,-118.37500,-0.451
CE,24088,34.29590,-118.37560,-0.451
CE,24088,34.29590,-118.37560,-0.451
CE,24103,34.15970,-118.53370,-0.256
CE,24109,34.10810,-118.15410,-0.186
CE,24109,34.10790,-118.15300,-0.186
CE,24110,34.10860,-118.05780,-0.123
CE,24110,34.10860,-118.05780,-0.123
CE,24114,34.07530,-118.04190,-0.083
CE,24115,34.09550,-118.01190,-0.101
CE,24117,34.51910,-118.28630,-0.861
CE,24117,34.51920,-118.28630,-0.861
CE,24126,34.28900,-118.74600,-0.315
CE,24126,34.28870,-118.74670,-0.315
CE,24157,34.00900,-118.36100,-0.146
CE,24157,34.00830,-118.36210,-0.146
CE,24271,34.67360,-118.43090,-0.999
CE,24277,34.45920,-118.65170,-0.399
CE,24279,34.38750,-118.53410,-0.378
CE,24279,34.38700,-118.53300,-0.378
CE,24289,34.05500,-118.25100,-0.107
CE,24289,34.05550,-118.25230,-0.107
CE,24293,34.73810,-118.21760,-0.713
CE,24363,34.05780,-118.20960,-0.102
CE,24363,34.05800,-118.20900,-0.102
CE,24396,34.01300,-118.80000,-0.034
CE,24396,34.01230,-118.80230,-0.034
CE,24396,34.01220,-118.80220,-0.034
CE,24399,34.22360,-118.05820,-1.721
CE,24400,34.03700,-118.17830,-0.078
CE,24400,34.03700,-118.17830,-0.078
CE,24401,34.11520,-118.13140,-0.171
CE,24402,34.17690,-118.09720,-0.295
CE,24461,34.07050,-118.15090,-0.131
CE,24461,34.07000,-118.15000,-0.131
CE,24528,34.27120,-118.67720,-0.311
CE,24528,34.27110,-118.67720,-0.311
CE,24592,34.05300,-118.17100,-0.184
CE,24592,34.05330,-118.17170,-0.184
CE,24611,34.05910,-118.24660,-0.117
CE,24612,34.04280,-118.27230,-0.071
CE,24644,34.74330,-118.72490,-1.364
CE,24644,34.74300,-118.72400,-1.364
CE,24691,34.14910,-118.15090,-0.26
CE,24691,34.14900,-118.15000,-0.26
CE,24703,34.03620,-118.37840,-0.026
CE,24722,34.15430,-118.46400,-0.213
CE,24730,34.39550,-118.55540,-0.378
CE,24752,34.14230,-118.30510,-0.318
CE,24763,34.32700,-118.44400,-0.448
CE,24763,34.32750,-118.44530,-0.448
CE,24765,34.21980,-118.42980,-0.241
CE,24765,34.21980,-118.42980,-0.241
CE,24765,34.21900,-118.42900,-0.241
CE,24800,34.27250,-118.46680,-0.294
CE,24801,34.14600,-118.41350,-0.191
CE,24802,34.16190,-118.50140,-0.23
CE,24803,34.18560,-118.62380,-0.254
CE,24804,34.21910,-118.62800,-0.256
CE,24805,34.22890,-118.52890,-0.247
CE,24806,34.22180,-118.57140,-0.25
CE,24807,34.16700,-118.59700,-0.273
CE,24808,34.17180,-118.42070,-0.204
CE,24809,34.09720,-118.35330,-0.105
CE,24810,34.10340,-118.31750,-0.123
CE,24811,34.08370,-118.30810,-0.09
CE,24812,34.10760,-118.26390,-0.131
CE,24813,34.09690,-118.23120,-0.11
CE,24814,34.13960,-118.21090,-0.177
CE,24815,34.19940,-118.39700,-0.226
CE,24816,34.04880,-118.29130,-0.068
CE,24817,34.05850,-118.47960,-0.115
CE,24818,34.04110,-118.34930,-0.038
CE,24819,34.05980,-118.44910,-0.098
CE,24833,34.06270,-118.31560,-0.06
CE,24833,34.06270,-118.31560,-0.06
CE,24838,34.03730,-118.26420,-0.071
CE,24839,34.05820,-118.25220,-0.098
CE,24841,34.00130,-118.07830,-0.055
CE,24850,34.03170,-118.01920,-0.079
CE,24851,34.06950,-118.34640,-0.065
