network,station,latitude,longitude,depth
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDO,33.79678,-116.22152,-0.469
CI,IDQ,33.76795,-116.23897,-0.029
CI,IDQ,33.76795,-116.23897,-0.029
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IDY,33.74642,-116.71536,-1.632
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IKP,32.65012,-116.10948,-0.906
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IMP,32.90147,-115.56071,0.027
CI,IND,33.81673,-116.23040,-0.324
CI,ING,32.98865,-115.31024,0.033
CI,INS,33.93572,-116.19512,-1.654
CI,IPT,34.19701,-117.28498,-0.943
CI,IPT,34.19701,-117.28498,-0.943
CI,IPT,34.19701,-117.28498,-0.943
CI,IPT,34.19701,-117.28498,-0.943
CI,IPT,34.19701,-117.28498,-0.943
CI,IPT,34.19701,-117.28498,-0.943
CI,IR2,34.38807,-118.39972,-0.562
CI,IRC,34.38851,-118.40304,-0.533
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRM,34.15738,-115.14513,-0.567
CI,IRN,34.16005,-115.18476,-0.99
ZY,IRON,34.61667,-116.56712,-1.152
ZY,IRON,34.61667,-116.56712,-1.152
CI,IRS,33.19086,-115.42904,0.043
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,ISA,35.66278,-118.47403,-0.873
CI,IVY,33.76025,-117.47678,-0.33
CI,IVY,33.76025,-117.47678,-0.33
CI,IVY,33.76025,-117.47678,-0.33
NC,J001,37.59273,-122.39227,-0.024
NC,J002,37.36775,-122.15359,-0.175
NC,J003,37.43640,-122.13472,-0.005
NC,J004,37.31746,-122.03645,-0.08
NC,J005,37.29606,-121.96046,-0.057
NC,J006,37.35685,-122.10197,-0.076
NC,J007,37.49236,-122.24467,-0.006
NC,J008,37.47592,-122.18816,-0.015
NC,J009,37.51973,-122.51173,-0.016
NC,J010,37.45796,-122.43623,-0.023
NC,J011,37.36947,-122.21371,-0.206
NC,J012,37.40599,-122.10693,-0.028
NC,J013,37.75602,-122.46669,-0.141
NC,J014,37.41651,-122.18962,-0.04
NC,J015,37.33187,-121.87611,-0.032
NC,J016,37.45744,-122.25167,-0.089
NC,J017,37.46120,-122.22899,-0.016
NC,J018,37.31959,-122.07355,-0.13
NC,J019,37.43433,-122.19835,-0.028
NC,J020,37.76603,-122.44114,-0.106
NC,J021,37.35655,-122.23656,-0.407
NC,J022,37.62998,-122.44516,-0.146
NC,J023,37.52553,-122.34694,-0.137
NC,J024,37.40210,-122.08537,-0.016
NC,J025,37.39475,-122.07255,-0.024
NC,J026,37.34935,-122.02391,-0.05
NC,J027,37.34760,-122.08417,-0.05
NC,J028,37.38795,-122.22319,-0.15
NC,J029,37.63415,-122.49381,-0.008
NC,J030,37.38620,-122.12105,-0.05
NC,J031,37.58130,-122.48242,-0.034
NC,J032,37.63145,-122.41499,-0.004
NC,J033,37.45285,-122.19582,-0.019
NC,J034,37.37022,-122.11345,-0.07
NC,J035,37.55780,-122.37802,-0.196
NC,J036,37.52835,-122.29781,-0.049
NC,J037,37.53628,-122.23754,0.007
NC,J038,37.33205,-121.96587,-0.021
NC,J039,37.62120,-122.45285,-0.229
NC,J040,37.80469,-122.43474,-0.004
NC,J041,37.80049,-122.44144,-0.007
NC,J042,37.80619,-122.43604,0.005
NC,J043,37.56011,-122.29549,0.001
NC,J044,37.37096,-122.26444,-0.388
NC,J045,37.52364,-122.30103,-0.116
NC,J046,37.25661,-121.96899,-0.083
NC,J047,37.20790,-121.87061,-0.106
NC,J048,37.19375,-122.01876,-0.42
NC,J048,37.19369,-122.01869,-0.42
NC,J049,37.58814,-122.45869,-0.126
NC,J050,37.61113,-122.47785,-0.045
NC,J051,37.31290,-122.00784,-0.063
NC,J052,37.29963,-122.24456,-0.25
NC,J053,37.28842,-122.16063,-0.75
NC,J054,37.24685,-121.82481,-0.055
NC,J055,37.39999,-121.92207,-0.017
NC,J056,37.77834,-122.44289,-0.068
NC,J057,37.78796,-122.46388,-0.052
NC,J058,36.99804,-121.82727,-0.198
NC,J059,37.48933,-122.45275,-0.008
NC,J060,37.71274,-122.40527,-0.002
NC,J061,37.73057,-122.49742,-0.022
NC,J062,37.56264,-122.26581,-0.005
NC,J063,37.01745,-122.12707,-0.226
NC,J064,37.42030,-122.32397,-0.659
NC,J065,37.34322,-122.05125,-0.056
NC,J066,37.10108,-121.87676,-0.749
NC,J067,37.55414,-122.34096,-0.052
NP,JAB,34.31092,-118.49670,-0.363
NP,JAB,34.31092,-118.49670,-0.363
NP,JAB,34.31092,-118.49670,-0.363
NP,JAB,34.31092,-118.49670,-0.363
NP,JAB,34.31092,-118.49670,-0.363
CI,JAW,35.31578,-118.04546,-0.711
NC,JBG,37.34305,-122.33976,-0.135
NC,JBMB,37.31861,-122.15314,-0.786
NC,JBNB,37.12045,-122.15520,-0.786
NC,JBR,37.17217,-122.01121,-0.441
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
BK,JCC,40.81745,-124.02955,-0.027
NC,JCH,37.51704,-122.37730,-0.29
CI,JCS,33.08590,-116.59590,-1.264
CI,JCS,33.08590,-116.59590,-1.264
CI,JCS,33.08590,-116.59590,-1.264
CI,JCS,33.08590,-116.59590,-1.264
CI,JCS,33.08590,-116.59590,-1.264
CI,JCS,33.08590,-116.59590,-1.264
NC,JECB,37.04922,-121.80724,-0.365
NC,JELB,36.92745,-121.82764,-0.081
CI,JEM,33.08098,-116.59755,-1.308
CI,JEM,33.08098,-116.59755,-1.308
CI,JEM,33.08098,-116.59755,-1.308
CI,JEM,33.08098,-116.59755,-1.308
CI,JEM,33.08098,-116.59755,-1.308
CI,JEM,33.08098,-116.59755,-1.308
NC,JFP,37.36045,-122.18986,-0.291
ZY,JFPP,34.31200,-118.49600,-0.355
ZY,JFPP,34.31200,-118.49600,-0.355
ZY,JFRG,34.04566,-116.62153,-0.862
ZY,JFRG,34.04566,-116.62153,-0.862
CI,JFS,35.35157,-117.67291,-1.393
NP,JGB,34.31313,-118.49918,-0.363
NP,JGB,34.31313,-118.49918,-0.363
NP,JGB,34.31313,-118.49918,-0.363
NP,JGB,34.31313,-118.49918,-0.363
NC,JGR,37.51604,-122.45815,-0.282
NC,JHU,37.21427,-122.17168,-0.234
NC,JJO,37.20631,-121.97726,-0.343
NC,JLAB,37.15432,-121.73467,-0.318
NC,JMGB,37.63719,-122.47482,-0.17
CI,JNH,34.44795,-117.95705,-1.289
CI,JNH2,34.44894,-117.95541,-1.305
CI,JNH2,34.44894,-117.95541,-1.305
CI,JNH2,34.44894,-117.95541,-1.305
CI,JNH2,34.44894,-117.95541,-1.305
CI,JNH2,34.44894,-117.95541,-1.305
CI,JNH2,34.44894,-117.95541,-1.305
NC,JPC,37.27080,-122.21276,-0.257
CI,JPLS,34.20530,-118.17368,-0.465
CI,JPLS,34.20530,-118.17368,-0.465
CI,JPLS,34.20530,-118.17368,-0.465
CI,JPLS,34.20530,-118.17368,-0.465
CI,JPLS,34.20530,-118.17368,-0.465
CI,JPLS,34.20530,-118.17368,-0.465
NC,JPR,37.79527,-122.47495,-0.094
NC,JPSB,37.19855,-122.34671,-0.064
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC,35.98230,-117.80760,-1.452
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
CI,JRC2,35.98249,-117.80885,-1.469
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
BK,JRSC,37.40373,-122.23868,-0.07
NC,JSA,37.58225,-122.42006,-0.221
NC,JSB,37.67433,-122.39855,-0.18
NC,JSFB,37.40372,-122.17596,-0.118
NC,JSGB,37.28397,-122.05017,-0.134
NC,JSP,37.58644,-122.50217,-0.03
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTH,34.12644,-116.03785,-0.606
CI,JTR,33.81405,-115.90095,-1.38
CI,JUL,33.04817,-116.61357,-1.26
NC,JUM,37.16067,-121.89899,-1.027
CI,JUN,34.46969,-117.87867,-1.166
CI,JVA,34.36622,-116.61266,-0.902
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.902
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.902
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.902
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.902
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.904
CI,JVA,34.36622,-116.61266,-0.902
NC,K001,41.80709,-124.17525,0.002
NC,K002,41.36341,-124.01931,-0.045
NC,K003,40.93564,-124.09970,-0.036
NC,K004,40.24689,-124.11954,-0.17
NC,KBO,42.21236,-124.22598,-1.01
NC,KBO,42.21236,-124.22598,-1.01
CI,KBY,33.04024,-115.70177,0.099
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
BK,KCC,37.32363,-119.31870,-0.888
NC,KCPB,39.68631,-123.58242,-1.261
NC,KCPB,39.68631,-123.58242,-1.261
NC,KCT,40.47557,-124.33749,-0.378
NC,KCT,40.47557,-124.33749,-0.378
NC,KEB,42.87221,-124.33425,-0.818
NC,KEB,42.87221,-124.33425,-0.818
CI,KEE,33.63856,-116.65425,-1.359
ZY,KEYV,33.92621,-116.18159,-1.515
NC,KHBB,40.65990,-123.21966,-1.864
NC,KHBB,40.65990,-123.21966,-1.864
NC,KHMB,40.87475,-123.73259,-1.501
NC,KHMB,40.87475,-123.73259,-1.501
CI,KIK,34.15037,-118.10156,-0.237
CI,KIK,34.15037,-118.10156,-0.237
CI,KIK,34.15037,-118.10156,-0.237
CI,KIK,34.15037,-118.10156,-0.237
ZY,KLVC,33.83540,-118.15900,0.01
ZY,KLVC,33.83540,-118.15900,0.01
ZY,KMAR,34.24620,-118.46000,-0.07
ZY,KMCH,34.25170,-118.58440,-0.07
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
CI,KML,33.59738,-117.87909,-0.009
ZY,KMNH,34.23950,-118.52800,-0.07
ZY,KMNL,34.23950,-118.52800,-0.07
ZY,KMNP,34.23950,-118.53170,-0.07
NC,KMPB,40.41719,-124.12076,-0.938
NC,KMPB,40.41719,-124.12076,-0.938
NC,KMR,40.20217,-123.70863,-0.915
NC,KMR,40.20217,-123.70863,-0.915
ZY,KMSF,34.28350,-118.43850,-0.07
ZY,KMVN,34.20630,-118.44870,-0.07
CI,KNO,35.48333,-118.52833,-1.09
AZ,KNW,33.71410,-116.71190,-1.507
AZ,KNW,33.71410,-116.71190,-1.507
AZ,KNW,33.71410,-116.71190,-1.507
AZ,KNW,33.71410,-116.71190,-1.507
AZ,KNW,33.71410,-116.71190,-1.507
CI,KRC,35.32665,-119.74590,-0.682
NC,KRMB,41.52296,-123.90797,-1.266
NC,KRP,41.15765,-124.02330,-0.813
NC,KRP,41.15765,-124.02330,-0.813
CI,KRV1,35.45962,-118.77905,-0.314
CI,KRV1,35.45962,-118.77905,-0.314
CI,KRV1,35.45962,-118.77905,-0.314
CI,KRV1,35.45962,-118.77905,-0.314
CI,KRV1,35.45962,-118.77905,-0.314
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
CI,KRV3,35.77488,-118.43400,-0.845
ZY,KSRG,34.05960,-118.47360,-0.07
ZY,KSRG,34.05960,-118.47360,-0.07
NC,KSXB,41.83038,-123.87688,-1.136
CI,KYP,34.10120,-118.88017,-0.686
CI,KYV,33.92545,-116.17340,-1.498
CI,KYV,33.92545,-116.17340,-1.498
CI,KYV,33.92545,-116.17340,-1.498
CI,KYV,33.92545,-116.17340,-1.498
CI,KYV,33.92545,-116.17340,-1.498
CI,KYV,33.92545,-116.17340,-1.498
NC,L001,40.22535,-121.07574,-1.384
NC,L002,40.17133,-121.07261,-1.441
NC,L003,40.16247,-120.96540,-1.139
ZY,LA00,34.10620,-118.45420,-0.245
ZY,LA00,34.10620,-118.45420,-0.245
ZY,LA01,34.13170,-118.43940,-0.35
ZY,LA01,34.13170,-118.43940,-0.35
ZY,LA02,34.06300,-118.41800,-0.05
ZY,LA03,34.09000,-118.33900,-0.05
ZY,LA04,34.07000,-118.15000,-0.105
ZY,LADY,34.13062,-116.31390,-0.811
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAF,33.86889,-118.33143,-0.02
CI,LAN,34.72683,-118.05177,-0.684
CI,LAQ,33.62798,-116.28051,0.004
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
CI,LAT,34.04449,-118.77643,-0.351
ZY,LAUR,34.22390,-118.53210,-0.025
ZY,LAUR,34.22390,-118.53210,-0.025
CI,LAV,34.76597,-116.28880,-0.814
CI,LAX,33.94382,-118.41390,-0.004
NP,LAX,33.94382,-118.41390,-0.004
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW1,33.79800,-118.08837,0.016
CI,LBW2,33.79800,-118.08837,0.016
CI,LBW2,33.79800,-118.08837,0.016
CI,LBW2,33.79800,-118.08837,0.016
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
CI,LCG,34.00033,-118.37794,-0.108
NN,LCH,37.23290,-117.64590,-1.414
NN,LCH,37.23290,-117.64590,-1.414
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LCP,34.73551,-120.27996,-0.199
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
CI,LDF,35.13066,-115.18416,-1.239
NC,LDH,40.51190,-121.58160,-2.06
NC,LDH,40.51190,-121.58160,-2.06
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.119
CI,LDR,34.99060,-118.34156,-1.119
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.119
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.119
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.119
CI,LDR,34.99060,-118.34156,-1.121
CI,LDR,34.99060,-118.34156,-1.121
SN,LEC,36.56270,-116.69050,-1.113
CI,LED,34.46770,-115.93729,-0.807
CI,LEO,34.63064,-118.30505,-1.025
CI,LEO,34.63064,-118.30505,-1.025
CI,LEO,34.63064,-118.30505,-1.025
CI,LEV,34.61405,-118.28927,-0.933
CI,LEV,34.61405,-118.28927,-0.933
CI,LEV,34.61405,-118.28927,-0.933
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LFP,34.30529,-118.48805,-0.368
CI,LGA,32.75976,-114.49356,-0.018
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGB,33.97530,-118.14918,-0.042
CI,LGC,33.60700,-117.75800,-0.112
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LGU,34.10819,-119.06587,-0.416
CI,LHU,34.67092,-118.41259,-1
EN,LIN,33.14730,-115.63870,0.064
CI,LJB,34.59092,-117.84890,-0.861
CI,LJB,34.59092,-117.84890,-0.861
CI,LJC,32.86340,-117.25414,-0.011
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LJR,34.80762,-118.86775,-1.443
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKH,33.23598,-116.75876,-0.847
CI,LKL,34.61594,-117.82493,-0.81
CI,LKL,34.61594,-117.82493,-0.81
CI,LKL,34.61594,-117.82493,-0.81
CI,LKL,34.61594,-117.82493,-0.81
CI,LKL,34.61594,-117.82493,-0.81
CI,LKL,34.61594,-117.82493,-0.81
CI,LLA,34.85360,-117.48694,-0.847
CI,LLN,34.48532,-117.84648,-0.981
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
CI,LLS,33.68447,-117.94304,-0.008
NC,LMC,41.27416,-122.12197,-1.062
PG,LMD,35.38033,-120.82467,-0.171
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMH,33.74418,-117.39135,-0.496
CI,LMR,34.93426,-117.69661,-0.965
CI,LMR,34.93426,-117.69661,-0.965
CI,LMR,34.93426,-117.69661,-0.965
CI,LMR,34.93426,-117.69661,-0.965
CI,LMR,34.93426,-117.69661,-0.965
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMR2,34.93439,-117.69629,-0.964
CI,LMS,33.81744,-117.44500,-0.443
CI,LMS,33.81744,-117.44500,-0.443
CI,LMS,33.81744,-117.44500,-0.443
CI,LMS,33.81744,-117.44500,-0.443
CI,LMS,33.81744,-117.44500,-0.443
CI,LMS,33.81744,-117.44500,-0.443
ZY,LMVR,33.99293,-116.52411,-0.406
CI,LMY,34.73316,-119.10391,-1.575
CI,LMY,34.73316,-119.10391,-1.575
CI,LMY,34.73316,-119.10391,-1.575
CI,LMY,34.73316,-119.10391,-1.575
CI,LMY,34.73316,-119.10391,-1.575
CI,LMY,34.73316,-119.10391,-1.575
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOC,34.69073,-120.44690,-0.095
CI,LOK,34.72444,-119.09279,-1.538
CI,LPC,34.31478,-117.54642,-1.351
CI,LPC,34.31478,-117.54642,-1.351
CI,LPC,34.31478,-117.54642,-1.351
CI,LPC,34.31478,-117.54642,-1.351
CI,LPC,34.31478,-117.54642,-1.351
CI,LPC,34.31478,-117.54642,-1.351
ZY,LPMA,34.36031,-116.41921,-0.733
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47942,-117.68211,-1.341
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
CI,LRL,35.47954,-117.68212,-1.34
